% 1. Title: IJC Resultaat voorspeller 
% 
% 2. Sources: 
% (a) Creator: L. van der Meulen 
% (b) Date: November 2016 
% 
% 3. Past Usage: (Several: here are some) 
%    - Best result sofar with MultilayerPercepton configures as follows: 
%              Scheme:       weka.classifiers.functions.MultilayerPerceptron  
%                             -L 0.1 -M 0.1 -N 8192 -V 0 -S 0 -E 20 -H t 
%              Result: 98.7% 
% 4. Relevant Information: 
%      Voorspellen van de uitslag van een schaakwedstrijd op basis van de 
%      gegevens van de speler (huidige sterkte, historisch resultaat) 
%  
%  
% 5. Number of Instances: 443 
%  
% 6. Number of Attributes: 22 + the class attribute [wit,remise,zwart] 
%  
% 7. Attribute Information: 
%    1. wit_rating        : numeric <0,2500>        Huidige rating speler wit 
%    2. wit_punten        : numeric <0,100>         Huidige aantal punten 
%    3. wit_groep         : numeric <0,9>           Huidige groep speler 
%    4. wit_resultaat_1   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%    5. wit_rating_1      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%    6. wit_resultaat_2   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%    7. wit_rating_2      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%    8. wit_resultaat_3   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%    9. wit_rating_3      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   10. wit_resultaat_4   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   11. wit_rating_3      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   12. zwart_rating      : numeric <0,2500>        Huidige rating speler wit 
%   13. zwart_punten      : numeric <0,100>         Huidige aantal punten 
%   14. zwart_groep       : numeric <0,9>           Huidige groep speler 
%   15. zwart_resultaat_1 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   16. zwart_rating_1    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   17. zwart_resultaat_2 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   18. zwart_rating_2    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   19. zwart_resultaat_3 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   20. zwart_rating_3    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   21. zwart_resultaat_4 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   22. zwart_rating_4    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   23. resultaat         : wit, remise, zwart      Resultaat van de wedstrijd 
%  
% 8. Missing Attribute Values: (denoted by "?")
%    Attribute #:  Number of instances with missing values: 0 
%  
% 9. Class Distribution: 
%     1. wit    : 198 instances 
%     2. remise :  50 instances 
%     2. zwart  : 195 instances 
 
@RELATION chess_result 
@ATTRIBUTE wit_rating NUMERIC 
@ATTRIBUTE wit_stand NUMERIC 
@ATTRIBUTE wit_groep NUMERIC 
@ATTRIBUTE wit_resultaat_1 NUMERIC 
@ATTRIBUTE wit_rating_1 NUMERIC 
@ATTRIBUTE wit_resultaat_2 NUMERIC 
@ATTRIBUTE wit_rating_2 NUMERIC 
@ATTRIBUTE wit_resultaat_3 NUMERIC 
@ATTRIBUTE wit_rating_3 NUMERIC 
@ATTRIBUTE wit_resultaat_4 NUMERIC 
@ATTRIBUTE wit_rating_4 NUMERIC 
@ATTRIBUTE zwart_rating NUMERIC 
@ATTRIBUTE zwart_stand NUMERIC 
@ATTRIBUTE zwart_groep NUMERIC 
@ATTRIBUTE zwart_resultaat_1 NUMERIC 
@ATTRIBUTE zwart_rating_1 NUMERIC 
@ATTRIBUTE zwart_resultaat_2 NUMERIC 
@ATTRIBUTE zwart_rating_2 NUMERIC 
@ATTRIBUTE zwart_resultaat_3 NUMERIC 
@ATTRIBUTE zwart_rating_3 NUMERIC 
@ATTRIBUTE zwart_resultaat_4 NUMERIC 
@ATTRIBUTE zwart_rating_4 NUMERIC 
@ATTRIBUTE verschil_rating NUMERIC 
@ATTRIBUTE verschil_stand NUMERIC 
@ATTRIBUTE resultaat {wit,remise,zwart} 
 
@DATA 
655,54,5,0.0,855,0.0,527,0.0,0,0.0,0,527,52,5,0.0,748,0.0,655,0.0,651,0.0,644,128,2,zwart
810,59,5,0.0,791,0.0,859,0.5,855,1.0,995,791,58,5,0.0,810,0.0,995,0.0,0,1.0,748,19,1,wit
859,58,5,0.0,747,0.0,810,1.0,801,1.0,806,747,57,5,0.0,859,0.0,644,1.0,631,0.5,777,112,1,wit
995,56,5,0.0,644,0.0,791,1.0,777,0.0,810,644,56,5,0.0,995,0.0,747,0.0,806,1.0,527,351,0,wit
631,56,5,0.0,777,0.0,855,0.0,747,1.0,651,777,55,5,0.0,631,0.0,748,0.0,995,0.5,747,-146,1,zwart
855,55,5,0.0,655,0.0,631,0.5,810,0.0,801,655,54,5,0.0,855,0.0,527,0.0,0,0.0,0,200,1,wit
527,52,5,0.0,748,0.0,655,0.0,651,0.0,644,748,55,5,0.0,527,0.0,777,0.0,0,0.0,791,-221,-3,zwart
651,56,5,1.0,527,0.0,631,1.0,645,0.0,810,801,57,5,0.0,859,1.0,855,0.5,747,1.0,631,-150,-1,zwart
801,57,5,0.0,859,1.0,855,0.5,747,1.0,631,806,56,5,1.0,644,0.0,859,0.0,0,1.0,748,-5,1,wit
651,56,5,1.0,527,0.0,631,1.0,645,0.0,810,806,56,5,1.0,644,0.0,859,0.0,0,1.0,748,-155,0,zwart
476,50,4,0.0,514,0.0,542,1.0,542,1.0,529,542,48,4,0.0,542,0.0,476,1.0,436,1.0,493,-66,2,zwart
529,47,4,0.0,503,0.0,508,0.5,480,0.0,476,508,46,4,0.0,493,0.0,529,1.0,402,0.0,433,21,1,wit
542,46,4,0.0,542,0.0,514,0.0,476,1.0,480,514,46,4,0.0,476,0.0,542,1.0,446,1.0,402,28,0,wit
503,46,4,0.0,529,0.0,480,1.0,433,1.0,446,480,46,4,0.0,433,0.0,503,0.5,529,0.0,542,23,0,wit
436,46,4,0.0,402,0.0,433,0.0,542,1.0,493,433,46,4,0.0,480,0.0,436,0.0,503,1.0,508,3,0,wit
493,45,4,0.0,508,0.0,402,0.0,436,0.0,542,402,44,4,0.0,436,0.0,493,0.0,508,0.0,514,91,1,zwart
514,46,4,0.0,476,0.0,542,1.0,446,1.0,402,476,50,4,0.0,514,0.0,542,1.0,542,1.0,529,38,-4,wit
542,48,4,0.0,542,0.0,476,1.0,436,1.0,493,542,46,4,0.0,542,0.0,514,0.0,476,1.0,480,0,2,zwart
529,47,4,0.0,503,0.0,508,0.5,480,0.0,476,503,46,4,0.0,529,0.0,480,1.0,433,1.0,446,26,1,remise
508,46,4,0.0,493,0.0,529,1.0,402,0.0,433,493,45,4,0.0,508,0.0,402,0.0,436,0.0,542,15,1,zwart
433,46,4,0.0,480,0.0,436,0.0,503,1.0,508,480,46,4,0.0,433,0.0,503,0.5,529,0.0,542,-47,0,remise
436,46,4,0.0,402,0.0,433,0.0,542,1.0,493,402,44,4,0.0,436,0.0,493,0.0,508,0.0,514,34,2,zwart
424,40,3,0.0,351,0.0,381,1.0,350,1.0,374,381,37,3,0.0,344,0.0,424,1.0,256,1.0,298,43,3,wit
350,37,3,0.0,308,0.0,298,0.0,424,1.0,351,298,36,3,0.0,256,0.0,350,1.0,308,0.0,381,52,1,wit
256,34,3,0.0,298,0.0,351,0.0,381,1.0,308,351,34,3,0.0,424,0.0,256,0.0,377,0.0,350,-95,0,zwart
308,32,3,0.0,350,0.0,344,0.0,298,0.0,256,344,34,3,0.0,381,0.0,308,0.0,374,0.0,377,-36,-2,zwart
351,34,3,0.0,424,0.0,256,0.0,377,0.0,350,424,40,3,0.0,351,0.0,381,1.0,350,1.0,374,-73,-6,wit
381,37,3,0.0,344,0.0,424,1.0,256,1.0,298,344,34,3,0.0,381,0.0,308,0.0,374,0.0,377,37,3,wit
350,37,3,0.0,308,0.0,298,0.0,424,1.0,351,308,32,3,0.0,350,0.0,344,0.0,298,0.0,256,42,5,remise
298,36,3,0.0,256,0.0,350,1.0,308,0.0,381,256,34,3,0.0,298,0.0,351,0.0,381,1.0,308,42,2,wit
267,28,2,0.0,206,0.0,225,0.0,276,1.0,225,225,24,2,0.0,199,0.0,267,0.0,251,0.0,267,42,4,wit
206,24,2,0.0,267,0.0,199,0.0,0,0.0,0,199,24,2,0.0,225,0.0,206,0.0,280,0.0,276,7,0,zwart
206,24,2,0.0,267,0.0,199,0.0,0,0.0,0,267,28,2,0.0,206,0.0,225,0.0,276,1.0,225,-61,-4,zwart
225,24,2,0.0,199,0.0,267,0.0,251,0.0,267,199,24,2,0.0,225,0.0,206,0.0,280,0.0,276,26,0,zwart
251,27,2,1.0,225,1.0,148,0.0,199,0.5,209,277,28,2,1.0,148,0.0,280,1.0,276,1.0,245,-26,-1,zwart
209,25,2,0.0,0,0.0,267,0.5,251,1.0,148,277,28,2,1.0,148,0.0,280,1.0,276,1.0,245,-68,-3,zwart
251,27,2,1.0,225,1.0,148,0.0,199,0.5,209,209,25,2,0.0,0,0.0,267,0.5,251,1.0,148,42,2,wit
217,19,1,0.0,224,0.0,655,1.0,117,1.0,176,221,18,1,0.0,176,0.0,217,0.0,0,1.0,205,-4,1,zwart
176,16,1,0.0,655,0.0,224,0.0,261,0.0,217,224,18,1,0.0,217,0.0,176,1.0,162,1.0,167,-48,-2,wit
162,16,1,0.0,203,0.0,117,1.0,167,0.0,224,117,14,1,0.0,123,0.0,162,0.0,217,0.0,261,45,2,zwart
123,13,1,0.0,117,0.0,203,0.0,205,0.0,115,203,14,1,0.0,162,0.0,123,1.0,115,0.0,205,-80,-1,zwart
224,18,1,0.0,217,0.0,176,1.0,162,1.0,167,217,19,1,0.0,224,0.0,655,1.0,117,1.0,176,7,-1,zwart
221,18,1,0.0,176,0.0,217,0.0,0,1.0,205,176,16,1,0.0,655,0.0,224,0.0,261,0.0,217,45,2,wit
162,16,1,0.0,203,0.0,117,1.0,167,0.0,224,203,14,1,0.0,162,0.0,123,1.0,115,0.0,205,-41,2,wit
117,14,1,0.0,123,0.0,162,0.0,217,0.0,261,123,13,1,0.0,117,0.0,203,0.0,205,0.0,115,-6,1,wit
205,16,1,1.0,123,1.0,203,0.0,655,0.0,162,261,18,1,1.0,176,1.0,117,0.0,0,0.0,224,-56,-2,zwart
261,18,1,1.0,176,1.0,117,0.0,0,0.0,224,115,16,1,0.0,203,1.0,123,0.0,217,1.0,167,146,2,zwart
205,16,1,1.0,123,1.0,203,0.0,655,0.0,162,115,16,1,0.0,203,1.0,123,0.0,217,1.0,167,90,0,zwart
151,7,0,0.0,100,0.0,1387,1.0,100,0.5,1387,149,8,0,0.0,100,0.0,151,0.5,151,1.0,100,2,-1,remise
100,5,0,0.0,1387,0.0,122,0.0,0,0.5,100,122,4,0,0.0,100,0.0,100,0.0,0,0.0,0,-22,1,zwart
100,3,0,0.0,122,0.0,100,0.0,118,0.5,106,100,4,0,0.0,151,0.0,100,0.0,0,0.0,0,0,-1,zwart
149,8,0,0.0,100,0.0,151,0.5,151,1.0,100,100,5,0,0.0,1387,0.0,122,0.0,0,0.5,100,49,3,wit
151,7,0,0.0,100,0.0,1387,1.0,100,0.5,1387,100,4,0,0.0,151,0.0,100,0.0,0,0.0,0,51,3,wit
100,3,0,0.0,122,0.0,100,0.0,118,0.5,106,122,4,0,0.0,100,0.0,100,0.0,0,0.0,0,-22,-1,wit
106,5,0,0.0,168,0.5,100,0.0,1387,1.0,100,118,6,0,1.0,100,0.0,168,0.0,0,0.0,123,-12,-1,zwart
118,6,0,1.0,100,0.0,168,0.0,0,0.0,123,100,5,0,0.0,151,0.0,1387,0.5,100,1.0,100,18,1,wit
106,5,0,0.0,168,0.5,100,0.0,1387,1.0,100,100,5,0,0.0,151,0.0,1387,0.5,100,1.0,100,6,0,wit
999,61,6,0.0,1461,1.0,660,1.0,778,1.0,781,1461,67,6,0.0,999,0.0,1231,0.0,0,0.5,1399,-462,-6,remise
1388,65,6,0.0,818,0.0,0,0.0,0,0.0,0,818,62,6,0.0,1388,1.0,799,1.0,641,0.0,852,570,3,wit
834,64,6,0.0,1555,1.0,778,1.0,852,0.5,861,1555,71,6,0.0,834,1.0,1259,0.0,0,0.0,0,-721,-7,zwart
1657,69,6,0.0,1259,0.5,1651,0.0,0,0.5,1387,1259,65,6,0.0,1657,0.0,1555,0.0,1446,0.0,0,398,4,wit
852,61,6,1.0,723,0.0,834,1.0,818,1.0,799,1231,69,6,1.0,1461,0.0,1314,0.0,0,1.0,1259,-379,-8,remise
457,51,5,0.0,542,0.0,539,0.0,513,0.0,539,539,51,5,0.0,565,0.0,457,0.5,515,1.0,484,-82,0,wit
539,51,5,0.0,634,0.0,542,0.0,565,1.0,457,542,55,5,0.0,457,0.0,539,0.0,752,1.0,634,-3,-4,wit
723,58,5,0.0,641,0.0,645,0.0,852,0.0,660,645,55,5,0.0,660,0.0,723,0.0,0,0.0,0,78,3,wit
660,59,5,0.0,645,0.0,752,0.0,999,1.0,723,752,59,5,0.0,799,0.0,660,1.0,542,0.5,781,-92,0,zwart
781,59,5,0.0,861,0.0,799,1.0,623,0.5,752,799,59,5,0.0,752,0.0,781,1.0,641,0.0,818,-18,0,zwart
634,55,5,0.0,539,0.0,641,0.0,861,0.0,542,641,57,5,0.0,723,0.0,634,0.0,799,0.0,818,-7,-2,zwart
623,57,5,0.0,778,0.0,565,0.0,781,0.0,861,565,51,5,0.0,539,0.0,623,1.0,539,1.0,513,58,6,zwart
861,60,5,0.0,781,0.0,778,1.0,634,1.0,623,778,59,5,0.0,623,0.0,861,0.0,834,0.0,999,83,1,wit
660,59,5,0.0,645,0.0,752,0.0,999,1.0,723,645,55,5,0.0,660,0.0,723,0.0,0,0.0,0,15,4,wit
634,55,5,0.0,539,0.0,641,0.0,861,0.0,542,539,51,5,0.0,634,0.0,542,0.0,565,1.0,457,95,4,wit
542,55,5,0.0,457,0.0,539,0.0,752,1.0,634,457,51,5,0.0,542,0.0,539,0.0,513,0.0,539,85,4,wit
565,51,5,0.0,539,0.0,623,1.0,539,1.0,513,539,51,5,0.0,565,0.0,457,0.5,515,1.0,484,26,0,wit
641,57,5,0.0,723,0.0,634,0.0,799,0.0,818,723,58,5,0.0,641,0.0,645,0.0,852,0.0,660,-82,-1,zwart
799,59,5,0.0,752,0.0,781,1.0,641,0.0,818,752,59,5,0.0,799,0.0,660,1.0,542,0.5,781,47,0,wit
781,59,5,0.0,861,0.0,799,1.0,623,0.5,752,861,60,5,0.0,781,0.0,778,1.0,634,1.0,623,-80,-1,remise
778,59,5,0.0,623,0.0,861,0.0,834,0.0,999,623,57,5,0.0,778,0.0,565,0.0,781,0.0,861,155,2,wit
377,41,4,0.0,484,0.0,374,0.0,0,1.0,374,374,41,4,0.0,467,0.0,377,0.0,0,1.0,343,3,0,zwart
446,45,4,0.0,418,0.0,484,0.0,0,0.0,513,484,47,4,0.0,377,0.0,446,0.0,489,0.0,539,-38,-2,remise
467,48,4,0.0,374,0.0,418,0.5,423,0.0,515,418,43,4,0.0,446,0.0,467,0.0,374,1.0,382,49,5,zwart
513,49,4,0.0,435,0.0,489,1.0,457,0.0,565,489,48,4,0.0,423,0.0,513,1.0,484,0.0,432,24,1,zwart
515,50,4,0.0,432,0.0,435,0.5,539,1.0,467,435,49,4,0.0,513,0.0,515,0.0,432,1.0,423,80,1,wit
423,48,4,0.0,489,0.0,432,0.5,467,0.0,435,432,49,4,0.0,515,0.0,423,1.0,435,1.0,489,-9,-1,wit
484,47,4,0.0,377,0.0,446,0.0,489,0.0,539,377,41,4,0.0,484,0.0,374,0.0,0,1.0,374,107,6,wit
418,43,4,0.0,446,0.0,467,0.0,374,1.0,382,446,45,4,0.0,418,0.0,484,0.0,0,0.0,513,-28,-2,wit
423,48,4,0.0,489,0.0,432,0.5,467,0.0,435,489,48,4,0.0,423,0.0,513,1.0,484,0.0,432,-66,0,zwart
435,49,4,0.0,513,0.0,515,0.0,432,1.0,423,513,49,4,0.0,435,0.0,489,1.0,457,0.0,565,-78,0,wit
432,49,4,0.0,515,0.0,423,1.0,435,1.0,489,515,50,4,0.0,432,0.0,435,0.5,539,1.0,467,-83,-1,zwart
374,41,4,0.0,467,0.0,377,0.0,0,1.0,343,467,48,4,0.0,374,0.0,418,0.5,423,0.0,515,-93,-7,zwart
299,39,3,0.0,296,0.0,374,1.0,239,0.0,356,374,39,3,0.0,285,0.0,299,1.0,418,1.0,239,-75,0,zwart
239,35,3,0.0,356,0.0,285,0.0,299,0.0,374,285,33,3,0.0,374,0.0,239,1.0,186,1.0,203,-46,2,zwart
382,40,3,0.0,301,0.0,356,1.0,343,0.0,418,356,41,3,0.0,239,0.0,382,0.5,301,1.0,299,26,-1,wit
296,33,3,0.0,299,0.0,301,1.0,191,1.0,250,301,34,3,0.0,382,0.0,296,0.5,356,0.0,343,-5,-1,wit
301,34,3,0.0,382,0.0,296,0.5,356,0.0,343,382,40,3,0.0,301,0.0,356,1.0,343,0.0,418,-81,-6,wit
285,33,3,0.0,374,0.0,239,1.0,186,1.0,203,374,39,3,0.0,285,0.0,299,1.0,418,1.0,239,-89,-6,remise
296,33,3,0.0,299,0.0,301,1.0,191,1.0,250,299,39,3,0.0,296,0.0,374,1.0,239,0.0,356,-3,-6,zwart
239,35,3,0.0,356,0.0,285,0.0,299,0.0,374,356,41,3,0.0,239,0.0,382,0.5,301,1.0,299,-117,-6,wit
251,21,2,0.0,149,1.0,181,1.0,180,1.0,142,217,22,2,1.0,198,0.0,634,1.0,142,1.0,180,34,-1,wit
148,25,2,0.0,203,0.0,191,0.0,0,0.0,296,191,26,2,0.0,251,0.0,148,0.0,250,0.0,296,-43,-1,zwart
203,25,2,0.0,223,0.0,285,0.0,250,0.0,285,245,26,2,0.0,0,0.0,0,0.5,276,0.0,296,-42,-1,wit
217,22,2,1.0,198,0.0,634,1.0,142,1.0,180,245,26,2,0.0,0,0.0,0,0.5,276,0.0,296,-28,-4,wit
191,26,2,0.0,250,0.0,296,0.0,0,0.0,285,203,25,2,0.0,223,0.0,285,0.0,250,0.0,285,-12,1,wit
223,29,2,1.0,203,1.0,186,0.0,280,0.0,276,243,23,2,1.0,180,1.0,217,0.0,0,1.0,181,-20,6,zwart
223,29,2,0.0,217,0.0,245,1.0,203,1.0,186,148,25,2,0.0,0,0.0,296,0.0,250,0.0,0,75,4,wit
243,23,2,1.0,180,1.0,217,0.0,0,1.0,181,250,30,2,1.0,191,0.0,296,1.0,203,1.0,148,-7,-7,wit
250,30,2,1.0,191,0.0,296,1.0,203,1.0,148,251,21,2,0.0,149,1.0,181,1.0,180,1.0,142,-1,9,zwart
168,12,1,0.0,104,0.0,1387,0.0,0,1.0,112,159,12,1,0.0,167,0.0,168,1.0,100,0.5,161,9,0,wit
167,17,1,0.0,1387,0.0,104,0.0,0,0.0,163,104,14,1,0.0,168,0.0,167,0.0,142,0.0,196,63,3,wit
196,17,1,0.0,181,0.0,180,0.0,163,1.0,104,180,19,1,0.0,142,0.0,196,0.0,634,1.0,198,16,-2,wit
142,19,1,0.0,180,0.0,198,1.0,104,1.0,163,198,19,1,0.0,163,0.0,142,0.0,217,0.0,180,-56,0,wit
163,19,1,0.0,198,0.0,181,1.0,196,0.0,142,181,17,1,0.0,196,0.0,163,0.0,149,0.0,251,-18,2,wit
104,14,1,0.0,168,0.0,167,0.0,142,0.0,196,168,12,1,0.0,104,0.0,1387,0.0,0,1.0,112,-64,2,wit
198,19,1,0.0,163,0.0,142,0.0,217,0.0,180,163,19,1,0.0,198,0.0,181,1.0,196,0.0,142,35,0,wit
196,17,1,0.0,181,0.0,180,0.0,163,1.0,104,181,17,1,0.0,196,0.0,163,0.0,149,0.0,251,15,0,wit
180,19,1,0.0,142,0.0,196,0.0,634,1.0,198,142,19,1,0.0,180,0.0,198,1.0,104,1.0,163,38,0,wit
159,12,1,0.0,167,0.0,168,1.0,100,0.5,161,167,17,1,0.0,1387,0.0,104,0.0,0,0.0,163,-8,-5,zwart
141,11,0,0.0,102,0.0,100,1.0,100,1.0,112,100,6,0,0.0,100,0.0,141,0.0,1387,0.0,119,41,5,wit
100,6,0,0.0,119,0.0,114,0.0,112,0.0,141,114,6,0,0.0,112,0.0,100,1.0,119,0.0,102,-14,0,zwart
119,7,0,0.0,100,0.0,100,0.0,114,1.0,100,100,0,0,0.0,100,0.0,119,0.0,0,0.0,0,19,7,remise
102,7,0,0.0,141,0.0,112,0.0,161,1.0,114,112,8,0,0.0,114,0.0,102,1.0,100,0.0,141,-10,-1,zwart
100,6,0,0.0,100,0.0,141,0.0,1387,0.0,119,100,0,0,0.0,100,0.0,119,0.0,0,0.0,0,0,6,zwart
119,7,0,0.0,100,0.0,100,0.0,114,1.0,100,100,6,0,0.0,119,0.0,114,0.0,112,0.0,141,19,1,wit
141,11,0,0.0,102,0.0,100,1.0,100,1.0,112,102,7,0,0.0,141,0.0,112,0.0,161,1.0,114,39,4,wit
114,6,0,0.0,112,0.0,100,1.0,119,0.0,102,112,8,0,0.0,114,0.0,102,1.0,100,0.0,141,2,-2,zwart
1011,65,5,0.5,1449,1.0,664,1.0,775,1.0,775,1259,66,6,0.0,1657,0.0,1555,0.0,1446,0.0,0,-248,-1,zwart
1219,72,6,0.0,1011,0.5,864,1.0,1449,0.0,1314,1314,74,6,0.0,0,0.5,1446,1.0,1219,0.0,0,-95,-2,wit
750,62,5,0.0,819,1.0,664,1.0,539,0.5,775,514,53,4,0.0,589,0.0,464,0.5,530,1.0,488,236,9,wit
603,58,5,0.0,530,0.0,630,0.0,775,0.0,589,630,58,5,0.0,539,0.0,603,1.0,543,0.0,645,-27,0,zwart
775,62,5,1.0,603,0.0,864,0.0,834,0.0,1011,664,62,5,1.0,626,0.0,750,0.0,1011,1.0,739,111,0,zwart
530,55,4,1.0,413,1.0,443,0.5,514,1.0,462,539,58,5,1.0,464,0.0,543,0.0,750,1.0,630,-9,-3,zwart
630,58,5,1.0,543,0.0,645,0.0,864,0.0,539,514,53,4,0.0,589,0.0,464,0.5,530,1.0,488,116,5,wit
539,58,5,1.0,464,0.0,543,0.0,750,1.0,630,603,58,5,0.0,775,0.0,589,0.0,775,0.0,864,-64,0,zwart
750,62,5,0.0,819,1.0,664,1.0,539,0.5,775,739,63,5,1.0,645,1.0,626,0.0,864,0.0,664,11,-1,zwart
739,63,5,1.0,645,1.0,626,0.0,864,0.0,664,775,62,5,1.0,603,0.0,864,0.0,834,0.0,1011,-36,1,wit
664,62,5,1.0,626,0.0,750,0.0,1011,1.0,739,530,55,4,1.0,413,1.0,443,0.5,514,1.0,462,134,7,wit
378,43,4,0.0,413,0.0,376,0.5,299,1.0,304,435,47,4,0.0,445,0.5,488,0.0,0,0.0,484,-57,-4,wit
413,50,4,0.0,530,0.0,426,1.0,443,1.0,511,443,52,4,1.0,484,0.0,530,0.0,413,1.0,426,-30,-2,remise
484,50,4,0.0,443,0.0,511,1.0,464,0.0,589,376,43,3,0.0,306,1.0,327,1.0,343,0.0,445,108,7,zwart
511,53,4,1.0,426,1.0,484,1.0,488,0.0,413,464,55,4,0.0,539,1.0,514,0.0,484,0.0,543,47,-2,wit
376,43,4,0.0,445,0.0,378,0.0,306,1.0,327,378,43,3,0.5,299,1.0,304,1.0,445,1.0,247,-2,0,wit
511,53,4,1.0,426,1.0,484,1.0,488,0.0,413,413,50,4,0.0,530,0.0,426,1.0,443,1.0,511,98,3,wit
435,47,4,0.0,445,0.5,488,0.0,0,0.0,484,484,50,4,0.0,443,0.0,511,1.0,464,0.0,589,-49,-3,remise
443,52,4,1.0,484,0.0,530,0.0,413,1.0,426,464,55,4,0.0,539,1.0,514,0.0,484,0.0,543,-21,-3,remise
488,51,4,1.0,359,0.5,435,0.0,511,0.0,514,445,48,3,1.0,435,1.0,462,0.0,378,1.0,376,43,3,zwart
445,48,3,1.0,435,1.0,462,0.0,378,1.0,376,426,51,4,0.0,511,1.0,413,0.5,462,0.0,443,19,-3,zwart
426,51,4,0.0,511,1.0,413,0.5,462,0.0,443,488,51,4,1.0,359,0.5,435,0.0,511,0.0,514,-62,0,wit
306,37,3,1.0,376,0.0,295,0.5,327,0.0,343,377,45,3,0.0,462,1.0,359,0.0,0,1.0,343,-71,-8,zwart
220,32,2,1.0,130,0.0,630,1.0,204,1.0,186,247,38,3,0.0,306,0.0,343,1.0,327,0.0,299,-27,-6,zwart
343,38,3,0.0,0,0.0,376,1.0,306,0.0,377,304,42,3,1.0,295,0.0,378,1.0,247,0.0,327,39,-4,wit
295,37,2,0.0,304,1.0,306,1.0,214,1.0,227,359,43,3,0.0,295,0.0,306,0.0,488,0.0,377,-64,-6,wit
295,37,2,0.0,304,1.0,306,1.0,214,1.0,227,220,32,2,1.0,130,0.0,630,1.0,204,1.0,186,75,5,wit
247,38,3,0.0,306,0.0,343,1.0,327,0.0,299,343,38,3,0.0,0,0.0,376,1.0,306,0.0,377,-96,0,wit
359,43,3,0.0,488,0.0,377,0.0,0,1.0,378,377,45,3,0.0,462,1.0,359,0.0,0,1.0,343,-18,-2,wit
304,42,3,1.0,295,0.0,378,1.0,247,0.0,327,306,37,3,1.0,376,0.0,295,0.5,327,0.0,343,-2,5,remise
272,26,1,1.0,227,1.0,220,0.0,149,1.0,158,266,28,1,1.0,227,1.0,220,1.0,181,1.0,220,6,-2,wit
204,28,2,0.0,214,1.0,218,0.0,220,0.0,299,220,26,1,1.0,218,0.0,272,1.0,195,0.0,630,-16,2,zwart
276,31,2,0.0,0,0.0,0,1.0,299,1.0,220,214,31,2,1.0,204,1.0,130,0.0,227,0.0,295,62,0,zwart
149,24,1,0.0,0,1.0,158,1.0,272,0.0,217,130,26,2,0.0,276,0.0,272,0.0,220,0.0,214,19,-2,zwart
220,26,1,1.0,218,0.0,272,1.0,195,0.0,630,214,31,2,1.0,204,1.0,130,0.0,227,0.0,295,6,-5,zwart
130,26,2,0.0,220,0.0,214,0.0,0,0.0,295,272,26,1,1.0,227,1.0,220,0.0,149,1.0,158,-142,0,wit
266,28,1,1.0,227,1.0,220,1.0,181,1.0,220,276,31,2,0.0,130,0.0,214,0.0,0,0.0,0,-10,-3,wit
149,24,1,0.0,0,1.0,158,1.0,272,0.0,217,204,28,2,0.0,220,0.0,630,0.0,214,1.0,218,-55,-4,zwart
136,14,1,0.0,187,0.0,164,1.0,100,0.5,161,160,16,1,1.0,100,1.0,100,1.0,100,1.0,136,-24,-2,zwart
181,22,1,1.0,145,0.0,217,0.0,630,1.0,195,116,17,1,1.0,164,0.0,187,0.0,145,0.0,217,65,5,zwart
145,22,1,0.0,217,0.0,160,0.0,181,1.0,195,164,16,1,0.0,116,1.0,1387,0.0,0,1.0,136,-19,6,wit
187,22,1,0.0,164,0.0,217,1.0,1387,1.0,116,217,22,1,0.0,145,0.0,187,1.0,158,1.0,181,-30,0,zwart
158,18,1,0.0,217,0.0,164,0.0,149,0.0,272,195,22,1,1.0,164,0.0,145,0.0,220,0.0,181,-37,-4,wit
164,16,1,0.0,116,1.0,1387,0.0,0,1.0,136,160,16,1,0.0,1387,0.0,145,1.0,100,1.0,100,4,0,wit
116,17,1,1.0,164,0.0,187,0.0,145,0.0,217,136,14,1,0.0,187,0.0,164,1.0,100,0.5,161,-20,3,wit
181,22,1,0.0,158,0.0,164,1.0,145,0.0,217,195,22,1,1.0,164,0.0,145,0.0,220,0.0,181,-14,0,zwart
158,18,1,0.0,217,0.0,164,0.0,149,0.0,272,187,22,1,1.0,1387,1.0,116,0.0,0,0.0,164,-29,-4,zwart
